"dbpedia_1001","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1001","dataworld_326","0.0","0.5","0.0","Cnova","Carnival"
"dbpedia_1002","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1002","dataworld_326","0.0","0.5","0.0","Cnova","Carnival"
"dbpedia_1003","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1003","dataworld_326","0.0","0.5","0.0","Cnova","Carnival"
"dbpedia_1004","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1004","dataworld_326","0.0","0.5","0.0","Cnova","Carnival"
"dbpedia_1006","dataworld_1207","0.0","0.5714285714285714","0.0","Coca-Cola FEMSA","Coca-Cola Amatil"
"dbpedia_1006","dataworld_1242","0.0","0.6153846153846154","0.5410256410256411","Coca-Cola FEMSA","Coca-Cola HBC"
"dbpedia_1006","dataworld_76","0.5833333333333334","0.6153846153846154","0.5993589743589745","Coca-Cola FEMSA","Coca-Cola"
"dbpedia_1006","dataworld_934","0.0","0.5263157894736843","0.0","Coca-Cola FEMSA","Coca-Cola Enterprises"
"dbpedia_1008","dataworld_482","0.0","0.6363636363636364","0.0","Coeur Mining","Corning"
"dbpedia_1010","dataworld_1188","0.0","0.7142857142857143","0.5793650793650793","Cogent Communications","Charter Communications"
"dbpedia_1010","dataworld_1501","0.0","0.5555555555555556","0.0","Cogent Communications","China Communications Services"
"dbpedia_1011","dataworld_482","0.0","0.5555555555555556","0.0","Cognizant","Corning"
"dbpedia_1013","dataworld_302","0.0","0.5","0.0","Coinbase","China Vanke"
"dbpedia_1013","dataworld_55","0.0","0.5","0.0","Coinbase","Comcast"
"dbpedia_1013","dataworld_876","0.0","0.5","0.0","Coinbase","China Steel"
"dbpedia_1014","dataworld_1003","0.0","0.5","0.0","Colcci","Coach"
"dbpedia_1015","dataworld_1599","0.5","0.0","0.0","Colfax Corporation","Corporation Bank"
"dbpedia_1016","dataworld_387","1.0","1.0","1.0","Colgate-Palmolive","Colgate-Palmolive"
"dbpedia_1018","dataworld_680","0.0","0.5833333333333333","0.0","Collins Foods","ConAgra Foods"
"dbpedia_1019","dataworld_680","0.0","0.5833333333333333","0.0","Collins Foods","ConAgra Foods"
