dbpedia_3869,dataworld_1668,FALSE
dbpedia_4601,dataworld_1747,TRUE
dbpedia_4328,dataworld_485,FALSE
dbpedia_741,dataworld_280,FALSE
dbpedia_3439,dataworld_1487,FALSE
dbpedia_358,dataworld_1363,FALSE
dbpedia_4596,dataworld_687,FALSE
dbpedia_4307,dataworld_1626,FALSE
dbpedia_2152,dataworld_711,TRUE
dbpedia_4074,dataworld_346,FALSE
dbpedia_4232,dataworld_1811,TRUE
dbpedia_1523,dataworld_749,FALSE
dbpedia_2159,dataworld_1803,FALSE
dbpedia_4118,dataworld_959,FALSE
dbpedia_400,dataworld_1152,TRUE
dbpedia_474,dataworld_212,FALSE
dbpedia_1951,dataworld_340,FALSE
dbpedia_2151,dataworld_1095,FALSE
dbpedia_1740,dataworld_419,FALSE
dbpedia_2959,dataworld_1425,FALSE
dbpedia_918,dataworld_792,FALSE
dbpedia_525,dataworld_1690,FALSE
dbpedia_549,dataworld_1543,FALSE
dbpedia_667,dataworld_92,FALSE
dbpedia_4429,dataworld_1529,FALSE
dbpedia_4139,dataworld_1410,FALSE
dbpedia_1678,dataworld_1164,FALSE
dbpedia_1055,dataworld_1910,FALSE
dbpedia_230,dataworld_105,FALSE
dbpedia_4347,dataworld_1823,FALSE
dbpedia_3855,dataworld_929,TRUE
dbpedia_518,dataworld_775,FALSE
dbpedia_413,dataworld_654,FALSE
dbpedia_3755,dataworld_1631,FALSE
dbpedia_1368,dataworld_567,FALSE
dbpedia_482,dataworld_1146,FALSE
dbpedia_1475,dataworld_1740,FALSE
dbpedia_1289,dataworld_569,FALSE
dbpedia_2229,dataworld_137,FALSE
dbpedia_1485,dataworld_1865,FALSE
dbpedia_867,dataworld_1174,FALSE
dbpedia_4645,dataworld_14,FALSE
dbpedia_682,dataworld_1605,FALSE
dbpedia_1819,dataworld_68,FALSE
dbpedia_497,dataworld_1463,FALSE
dbpedia_1739,dataworld_419,FALSE
dbpedia_3790,dataworld_984,FALSE
dbpedia_1119,dataworld_1496,FALSE
dbpedia_2007,dataworld_415,FALSE
dbpedia_1360,dataworld_947,TRUE
dbpedia_2492,dataworld_1745,TRUE
dbpedia_4421,dataworld_741,FALSE
dbpedia_832,dataworld_1845,FALSE
dbpedia_3896,dataworld_884,FALSE
dbpedia_3147,dataworld_145,TRUE
dbpedia_2060,dataworld_83,FALSE
dbpedia_2247,dataworld_645,TRUE
dbpedia_2674,dataworld_789,TRUE
dbpedia_550,dataworld_1204,FALSE
dbpedia_902,dataworld_102,FALSE
dbpedia_3212,dataworld_915,FALSE
dbpedia_3325,dataworld_1161,FALSE
dbpedia_91,dataworld_781,FALSE
dbpedia_3211,dataworld_1643,FALSE
dbpedia_4239,dataworld_314,FALSE
dbpedia_919,dataworld_889,FALSE
dbpedia_902,dataworld_889,FALSE
dbpedia_240,dataworld_1291,FALSE
dbpedia_3646,dataworld_379,FALSE
dbpedia_1099,dataworld_1845,FALSE
dbpedia_689,dataworld_212,FALSE
dbpedia_919,dataworld_103,FALSE
dbpedia_419,dataworld_1779,FALSE
dbpedia_4470,dataworld_1893,FALSE
dbpedia_1395,dataworld_621,FALSE
dbpedia_459,dataworld_1481,FALSE
dbpedia_1387,dataworld_1865,FALSE
dbpedia_3637,dataworld_1921,FALSE
dbpedia_649,dataworld_1092,FALSE
dbpedia_435,dataworld_230,FALSE
dbpedia_3929,dataworld_1570,FALSE
dbpedia_804,dataworld_134,TRUE
dbpedia_3611,dataworld_878,TRUE
dbpedia_280,dataworld_654,FALSE
dbpedia_4533,dataworld_148,FALSE
dbpedia_1300,dataworld_1515,TRUE
