dataworld_1357,Kaggle_349691,FALSE
dataworld_615,Kaggle_514884,FALSE
dataworld_569,Kaggle_28033,FALSE
dataworld_1383,Kaggle_134934,FALSE
dataworld_982,Kaggle_1136792,FALSE
dataworld_1304,Kaggle_140959,FALSE
dataworld_272,Kaggle_104369,TRUE
dataworld_626,Kaggle_92034,TRUE
dataworld_882,Kaggle_76617,FALSE
dataworld_470,Kaggle_25680,FALSE
dataworld_1336,Kaggle_12903,FALSE
dataworld_1607,Kaggle_3113,TRUE
dataworld_1534,Kaggle_438568,TRUE
dataworld_211,Kaggle_584007,FALSE
dataworld_293,Kaggle_196994,FALSE
dataworld_211,Kaggle_210265,FALSE
dataworld_992,Kaggle_303208,FALSE
dataworld_510,Kaggle_1576,TRUE
dataworld_1182,Kaggle_338969,TRUE
dataworld_769,Kaggle_243458,TRUE
dataworld_733,Kaggle_249052,FALSE
dataworld_948,Kaggle_376014,FALSE
dataworld_1130,Kaggle_259221,FALSE
dataworld_1909,Kaggle_256234,FALSE
dataworld_666,Kaggle_362318,FALSE
dataworld_1387,Kaggle_22156,FALSE
dataworld_511,Kaggle_3644619,TRUE
dataworld_1892,Kaggle_190152,FALSE
dataworld_1038,Kaggle_1159954,TRUE
dataworld_1180,Kaggle_91401,FALSE
dataworld_117,Kaggle_224693,TRUE
dataworld_313,Kaggle_161836,FALSE
dataworld_382,Kaggle_328226,FALSE
dataworld_1872,Kaggle_337333,FALSE
dataworld_293,Kaggle_54849,FALSE
dataworld_1200,Kaggle_4921,TRUE
dataworld_152,Kaggle_257590,FALSE
dataworld_1691,Kaggle_9286,TRUE
dataworld_882,Kaggle_2172018,FALSE
dataworld_61,Kaggle_355051,TRUE
dataworld_1387,Kaggle_219380,FALSE
dataworld_10,Kaggle_256310,FALSE
dataworld_1130,Kaggle_326703,FALSE
dataworld_361,Kaggle_151,TRUE
dataworld_278,Kaggle_325244,FALSE
dataworld_168,Kaggle_992474,FALSE
dataworld_1402,Kaggle_2498,TRUE
dataworld_556,Kaggle_67141,FALSE
dataworld_225,Kaggle_201691,FALSE
dataworld_1909,Kaggle_21856,FALSE
dataworld_1784,Kaggle_98527,FALSE
dataworld_215,Kaggle_2036,TRUE
dataworld_535,Kaggle_388922,FALSE
dataworld_225,Kaggle_205643,FALSE
dataworld_882,Kaggle_234117,FALSE
dataworld_1520,Kaggle_13544,TRUE
dataworld_528,Kaggle_14996,TRUE
dataworld_1771,Kaggle_413415,FALSE
dataworld_1406,Kaggle_17238,TRUE
