Forbes1784,Kaggle_525265,TRUE
Forbes107,Kaggle_5763914,FALSE
Forbes394,Kaggle_113617,TRUE
Forbes6,Kaggle_171260,FALSE
Forbes1394,Kaggle_250359,FALSE
Forbes65,Kaggle_425111,FALSE
Forbes1170,Kaggle_221223,TRUE
Forbes1081,Kaggle_22156,FALSE
Forbes1254,Kaggle_10218,FALSE
Forbes1759,Kaggle_173250,FALSE
Forbes369,Kaggle_1139,FALSE
Forbes1122,Kaggle_288172,FALSE
Forbes1843,Kaggle_16233,FALSE
Forbes1795,Kaggle_320836,FALSE
Forbes1992,Kaggle_63976,FALSE
Forbes1889,Kaggle_429841,FALSE
Forbes603,Kaggle_74015,TRUE
Forbes946,Kaggle_11830,TRUE
Forbes1541,Kaggle_502476,FALSE
Forbes1745,Kaggle_2444315,TRUE
Forbes1759,Kaggle_86511,FALSE
Forbes528,Kaggle_326451,TRUE
Forbes1889,Kaggle_358012,FALSE
Forbes175,Kaggle_433313,FALSE
Forbes1356,Kaggle_360827,TRUE
Forbes151,Kaggle_125680,FALSE
Forbes1394,Kaggle_55265,FALSE
Forbes1305,Kaggle_4322086,TRUE
Forbes369,Kaggle_8075,TRUE
Forbes838,Kaggle_63904,TRUE
Forbes649,Kaggle_401621,FALSE
Forbes1869,Kaggle_19977,TRUE
Forbes1318,Kaggle_5610,TRUE
Forbes1004,Kaggle_10860,TRUE
Forbes1066,Kaggle_440895,FALSE
Forbes1976,Kaggle_406168,FALSE
Forbes127,Kaggle_410432,FALSE
Forbes327,Kaggle_101553,FALSE
Forbes1183,Kaggle_65547,TRUE
Forbes1741,Kaggle_943528,FALSE
Forbes843,Kaggle_19740,FALSE
Forbes1401,Kaggle_3297,TRUE
Forbes163,Kaggle_42618,TRUE
Forbes1081,Kaggle_161453,FALSE
Forbes1794,Kaggle_6524338,TRUE
Forbes1081,Kaggle_109673,FALSE
Forbes1889,Kaggle_78473,FALSE
Forbes1985,Kaggle_220449,FALSE
Forbes41,Kaggle_456117,FALSE
Forbes1567,Kaggle_375143,FALSE
Forbes398,Kaggle_293273,TRUE
Forbes1759,Kaggle_172511,FALSE
Forbes1567,Kaggle_515779,FALSE
Forbes365,Kaggle_130017,FALSE
Forbes87,Kaggle_143598,FALSE
Forbes1741,Kaggle_332625,FALSE
Forbes1594,Kaggle_275097,FALSE
Forbes1759,Kaggle_17106,FALSE
Forbes1363,Kaggle_417407,TRUE
Forbes1253,Kaggle_271396,FALSE
Forbes486,Kaggle_6272541,TRUE
Forbes1532,Kaggle_7759,TRUE
Forbes1839,Kaggle_408572,FALSE
Forbes14,Kaggle_210510,FALSE
Forbes1081,Kaggle_164842,FALSE
Forbes1387,Kaggle_289315,FALSE
Forbes1539,Kaggle_186824,FALSE
Forbes1081,Kaggle_4870045,FALSE
Forbes994,Kaggle_102432,FALSE
Forbes29,Kaggle_37208,FALSE
Forbes1699,Kaggle_110462,FALSE
Forbes1532,Kaggle_222400,FALSE
Forbes594,Kaggle_122981,FALSE
Forbes1713,Kaggle_35904,TRUE
Forbes1170,Kaggle_513935,FALSE
Forbes87,Kaggle_3371,FALSE
Forbes1229,Kaggle_96885,TRUE
Forbes15,Kaggle_55620,FALSE
Forbes1081,Kaggle_80469,FALSE
Forbes1620,Kaggle_3793,TRUE
Forbes278,Kaggle_457001,FALSE
Forbes1905,Kaggle_172544,FALSE
Forbes783,Kaggle_1966,TRUE
Forbes955,Kaggle_322189,TRUE
Forbes1394,Kaggle_391201,FALSE
Forbes1387,Kaggle_344152,FALSE
Forbes1589,Kaggle_382315,TRUE
Forbes867,Kaggle_169928,FALSE
Forbes1679,Kaggle_128853,FALSE
Forbes1081,Kaggle_3747700,FALSE
Forbes1394,Kaggle_381978,FALSE
Forbes1927,Kaggle_351801,FALSE
Forbes649,Kaggle_29439,FALSE
Forbes5,Kaggle_20274,TRUE
Forbes383,Kaggle_520998,FALSE
Forbes1306,Kaggle_109082,FALSE
Forbes1394,Kaggle_292935,FALSE
Forbes601,Kaggle_357285,FALSE
Forbes649,Kaggle_111416,FALSE
Forbes1489,Kaggle_40342,FALSE
Forbes1669,Kaggle_50863,TRUE
Forbes428,Kaggle_283654,FALSE
Forbes253,Kaggle_96490,FALSE
Forbes1081,Kaggle_89505,FALSE
Forbes1911,Kaggle_9510,TRUE
Forbes1666,Kaggle_59800,TRUE
Forbes1880,Kaggle_25258,TRUE
Forbes328,Kaggle_181065,FALSE
Forbes335,Kaggle_373828,FALSE
Forbes445,Kaggle_3461416,FALSE
Forbes530,Kaggle_211130,FALSE
Forbes616,Kaggle_256469,FALSE
Forbes1539,Kaggle_190727,FALSE
Forbes1211,Kaggle_262256,TRUE
Forbes1445,Kaggle_204291,TRUE
Forbes128,Kaggle_237823,FALSE
Forbes730,Kaggle_69772,TRUE
Forbes1965,Kaggle_53707,TRUE
Forbes224,Kaggle_101,TRUE
Forbes1394,Kaggle_132350,FALSE
Forbes1545,Kaggle_228314,FALSE
Forbes1253,Kaggle_57910,FALSE
Forbes87,Kaggle_1363953,FALSE
Forbes1348,Kaggle_63451,FALSE
Forbes1793,Kaggle_31440,TRUE
Forbes87,Kaggle_128719,FALSE
Forbes1647,Kaggle_114975,TRUE
