dbpedia_1016;dataworld_387;1;nf1
dbpedia_1022;dataworld_1516;1;nf1
dbpedia_1025;dataworld_55;1;nf1
dbpedia_1028;dataworld_1849;1;nf1
dbpedia_1030;dataworld_1336;1;nf1
dbpedia_1049;dataworld_71;1;nf1
dbpedia_1052;dataworld_1595;1;nf1
dbpedia_1057;dataworld_1069;1;nf1
dbpedia_1098;dataworld_770;1;nf1
dbpedia_1099;dataworld_1721;1;nf1
dbpedia_1108;dataworld_1260;1;nf1
dbpedia_1127;dataworld_1225;1;nf1
dbpedia_1134;dataworld_1764;1;nf1
dbpedia_1155;dataworld_916;1;nf1
dbpedia_1156;dataworld_916;1;nf1
dbpedia_1170;dataworld_1149;1;nf1
dbpedia_1171;dataworld_1149;1;nf1
dbpedia_1172;dataworld_1149;1;nf1
dbpedia_1234;dataworld_1386;1;nf1
dbpedia_1238;dataworld_254;1;nf1
dbpedia_1239;dataworld_842;1;nf1
dbpedia_124;dataworld_8;1;nf1
dbpedia_1250;dataworld_182;1;nf1
dbpedia_1251;dataworld_417;1;nf1
dbpedia_1253;dataworld_742;1;nf1
dbpedia_125;dataworld_8;1;nf1
dbpedia_1264;dataworld_1858;1;nf1
dbpedia_126;dataworld_8;1;nf1
dbpedia_1272;dataworld_1896;1;nf1
dbpedia_1278;dataworld_596;1;nf1
dbpedia_1279;dataworld_596;1;nf1
dbpedia_127;dataworld_8;1;nf1
dbpedia_1286;dataworld_1048;1;nf1
dbpedia_1299;dataworld_1515;1;nf1
dbpedia_1300;dataworld_1515;1;nf1
dbpedia_1322;dataworld_190;1;nf1
dbpedia_1329;dataworld_1179;1;nf1
dbpedia_1335;dataworld_265;1;nf1
dbpedia_1347;dataworld_492;1;nf1
dbpedia_1350;dataworld_1895;1;nf1
dbpedia_1369;dataworld_567;1;nf1
dbpedia_1421;dataworld_946;1;nf1
dbpedia_1459;dataworld_282;1;nf1
dbpedia_1466;dataworld_479;1;nf1
dbpedia_1506;dataworld_5;1;nf1
dbpedia_1522;dataworld_749;1;nf1
dbpedia_152;dataworld_519;1;nf1
dbpedia_1541;dataworld_690;1;nf1
dbpedia_1575;dataworld_739;1;nf1
dbpedia_1585;dataworld_1119;1;nf1
dbpedia_1586;dataworld_1292;1;nf1
dbpedia_158;dataworld_768;1;nf1
dbpedia_1606;dataworld_1464;1;nf1
dbpedia_1607;dataworld_1464;1;nf1
dbpedia_1608;dataworld_1464;1;nf1
dbpedia_1609;dataworld_1464;1;nf1
dbpedia_1617;dataworld_679;1;nf1
dbpedia_1628;dataworld_983;1;nf1
dbpedia_164;dataworld_1915;1;nf1
dbpedia_1651;dataworld_1902;1;nf1
dbpedia_1652;dataworld_1902;1;nf1
dbpedia_1671;dataworld_1748;1;nf1
dbpedia_1672;dataworld_1748;1;nf1
dbpedia_1673;dataworld_1748;1;nf1
dbpedia_1674;dataworld_1748;1;nf1
dbpedia_167;dataworld_1346;1;nf1
dbpedia_1712;dataworld_1706;1;nf1
dbpedia_1713;dataworld_1706;1;nf1
dbpedia_1722;dataworld_17;1;nf1
dbpedia_1735;dataworld_605;1;nf1
dbpedia_1738;dataworld_352;1;nf1
dbpedia_1739;dataworld_68;1;nf1
dbpedia_1740;dataworld_68;1;nf1
dbpedia_1799;dataworld_1537;1;nf1
dbpedia_180;dataworld_1415;1;nf1
dbpedia_1818;dataworld_924;1;nf1
dbpedia_1819;dataworld_924;1;nf1
dbpedia_1842;dataworld_1330;1;nf1
dbpedia_1858;dataworld_1484;1;nf1
