"dbpedia_1001","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1002","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1003","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1004","dataworld_107","0.0","0.6","0.0","Cnova","Cnooc"
"dbpedia_1006","dataworld_1242","0.0","0.6153846153846154","0.0","Coca-Cola FEMSA","Coca-Cola HBC"
"dbpedia_1006","dataworld_76","0.0","0.6153846153846154","0.0","Coca-Cola FEMSA","Coca-Cola"
"dbpedia_1008","dataworld_482","0.0","0.6363636363636364","0.0","Coeur Mining","Corning"
"dbpedia_1010","dataworld_1188","0.0","0.7142857142857143","0.0","Cogent Communications","Charter Communications"
"dbpedia_1016","dataworld_387","1.0","1.0","1.0","Colgate-Palmolive","Colgate-Palmolive"
"dbpedia_1022","dataworld_1516","1.0","1.0","1.0","Coloplast","Coloplast"
"dbpedia_1025","dataworld_55","1.0","1.0","1.0","Comcast","Comcast"
"dbpedia_1028","dataworld_1849","1.0","1.0","1.0","Commerce Bancshares","Commerce Bancshares"
"dbpedia_1029","dataworld_1336","0.6","0.8095238095238095","0.7047619047619047","Commercial Bank of Dubai","Commercial Bank of Qatar"
"dbpedia_1030","dataworld_1336","1.0","1.0","1.0","Commercial Bank of Qatar","Commercial Bank of Qatar"
"dbpedia_1033","dataworld_1255","0.8095238095238095","0.8181818181818181","0.8138528138528138","Community Health Systems","Community Health Sys"
"dbpedia_1034","dataworld_1849","0.0","0.6521739130434783","0.0","Community West Bancshares","Commerce Bancshares"
"dbpedia_1037","dataworld_1439","0.0","0.6875","0.0","Compass Resources","Concho Resources"
"dbpedia_103","dataworld_1200","0.0","0.6363636363636364","0.0","Adaro Energy","AGL Energy"
"dbpedia_103","dataworld_1862","0.0","0.6153846153846154","0.0","Adaro Energy","Alliant Energy"
"dbpedia_1041","dataworld_752","0.0","0.6666666666666667","0.0","Comtex","Cemex"
"dbpedia_1042","dataworld_680","0.0","0.6923076923076923","0.0","Conagra Brands","ConAgra Foods"
"dbpedia_1042","dataworld_889","0.0","0.6153846153846154","0.0","Conagra Brands","Canara Bank"
"dbpedia_1049","dataworld_71","1.0","1.0","1.0","ConocoPhillips","ConocoPhillips"
"dbpedia_1050","dataworld_1188","0.0","0.6538461538461539","0.0","Consolidated Communications","Charter Communications"
"dbpedia_1051","dataworld_416","0.0","0.6799999999999999","0.0","Consolidated Media Holdings","Consolidated Edison"
"dbpedia_1052","dataworld_1595","1.0","1.0","1.0","Constellation Brands","Constellation Brands"
"dbpedia_1053","dataworld_1595","0.0","0.6842105263157895","0.0","Constellation Energy","Constellation Brands"
"dbpedia_1054","dataworld_1595","0.0","0.6190476190476191","0.0","Constellation Software","Constellation Brands"
"dbpedia_1055","dataworld_1230","0.0","0.6923076923076923","0.0","Contact Energy","Consol Energy"
"dbpedia_1055","dataworld_411","0.0","0.6153846153846154","0.0","Contact Energy","Cenovus Energy"
"dbpedia_1055","dataworld_454","0.0","0.6","0.0","Contact Energy","China Coal Energy"
"dbpedia_1057","dataworld_1069","1.0","1.0","1.0","Continental Resources","Continental Resources"
